Date,Day,Sales,Temperature,Flyers,rainfall_log_value,Price,Profitable
27/1/2017,Friday,17,-1.151920328,-1.389370691,0.480946774,0,0
28/1/2017,Saturday,13,-1.59707747,-1.921261927,0.622385711,0,0
29/1/2017,Sunday,14,-1.578529255,-1.009448379,0.622385711,0,0
30/1/2017,Monday,17,-1.213747709,-1.541339615,0.480946774,0,0
31/1/2017,Tuesday,18,-1.257026876,-0.249603755,0.480946774,0,0
1/2/2017,Wednesday,18,-1.133372114,-0.401572679,0.451754065,0,0
2/2/2017,Thursday,20,-0.539829259,-1.389370691,0.451754065,0,0
3/2/2017,Friday,21,-0.644935807,-1.161417303,0.368429134,0,0
4/2/2017,Saturday,22,-0.255423308,0.434256407,0.340267142,0,0
5/2/2017,Sunday,18,-0.947889972,-0.629526067,0.514195987,0,0
6/2/2017,Monday,20,-0.972620924,-0.933463916,0.421063653,0,0
7/2/2017,Tuesday,21,-0.521281045,-0.09763483,0.368429134,0,0
8/2/2017,Wednesday,22,-0.502732831,-0.705510529,0.368429134,0,0
9/2/2017,Thursday,19,-1.1148239,-0.09763483,0.451754065,0,0
10/2/2017,Friday,20,-0.663484021,-0.021650367,0.395324981,0,0
11/2/2017,Saturday,21,-0.583108426,-0.401572679,0.395324981,0,0
12/2/2017,Sunday,22,-0.317250689,0.054334095,0.340267142,0,0
13/2/2017,Monday,18,-0.886062591,-0.477557142,0.514195987,0,0
14/2/2017,Tuesday,19,-0.805686996,-0.401572679,0.421063653,0,0
15/2/2017,Wednesday,20,-0.539829259,-0.553541604,0.395324981,0,0
16/2/2017,Thursday,21,-0.830417949,-0.705510529,0.368429134,0,0
17/2/2017,Friday,18,-1.257026876,-0.857479454,0.451754065,0,0
18/2/2017,Saturday,19,-1.052996519,-1.161417303,0.421063653,0,0
19/2/2017,Sunday,20,-0.663484021,-0.933463916,0.421063653,0,0
20/2/2017,Monday,21,-0.644935807,-1.161417303,0.421063653,0,0
21/2/2017,Tuesday,18,-1.133372114,-0.933463916,0.451754065,0,0
22/2/2017,Wednesday,19,-0.805686996,-0.325588217,0.421063653,0,0
23/2/2017,Thursday,20,-0.972620924,-1.313386228,0.451754065,0,0
24/2/2017,Friday,21,-0.830417949,-0.325588217,0.368429134,0,0
25/2/2017,Saturday,18,-1.133372114,-1.465355153,0.451754065,0,0
26/2/2017,Sunday,19,-0.743859616,-0.629526067,0.480946774,0,0
27/2/2017,Monday,20,-0.972620924,-0.477557142,0.451754065,0,0
28/2/2017,Tuesday,22,-0.688214973,0.358271945,0.395324981,0,0
1/3/2017,Wednesday,23,-0.175047713,0.434256407,0.368429134,0,0
2/3/2017,Thursday,24,-0.218326879,-0.705510529,0.318240169,0,0
3/3/2017,Friday,24,-0.032844737,-0.933463916,0.2953712,0,0
4/3/2017,Saturday,25,-0.076123904,-0.857479454,0.2953712,0,0
5/3/2017,Sunday,23,-0.298702474,-0.629526067,0.368429134,0,0
6/3/2017,Monday,24,0.028982643,-0.933463916,0.2953712,0,0
7/3/2017,Tuesday,24,-0.032844737,-0.629526067,0.2953712,0,0
8/3/2017,Wednesday,25,-0.137951285,0.20630302,0.2953712,0,0
9/3/2017,Thursday,23,-0.484184617,-0.857479454,0.318240169,0,0
10/3/2017,Friday,24,-0.094672118,-0.705510529,0.340267142,0,0
11/3/2017,Saturday,24,-0.156499499,-0.781494991,0.340267142,0,0
12/3/2017,Sunday,25,0.047530858,0.510240869,0.271593296,0,0
13/3/2017,Monday,23,-0.298702474,0.586225332,0.368429134,0,0
14/3/2017,Tuesday,23,-0.113220332,-0.401572679,0.368429134,0,0
15/3/2017,Wednesday,24,-0.28015426,-0.781494991,0.340267142,0,0
16/3/2017,Thursday,24,-0.032844737,-0.09763483,0.340267142,0,0
17/3/2017,Friday,25,-0.261606046,0.738194257,0.2953712,0,0
18/3/2017,Saturday,23,-0.422357236,-0.629526067,0.340267142,0,0
19/3/2017,Sunday,23,-0.236875094,-0.173619292,0.340267142,0,0
20/3/2017,Monday,24,-0.156499499,-0.553541604,0.2953712,0,0
21/3/2017,Tuesday,24,-0.218326879,-0.325588217,0.340267142,0,0
22/3/2017,Wednesday,25,-0.261606046,-0.173619292,0.271593296,0,0
23/3/2017,Thursday,23,-0.298702474,-0.401572679,0.368429134,0,0
24/3/2017,Friday,23,-0.236875094,0.054334095,0.340267142,0,0
25/3/2017,Saturday,24,-0.156499499,0.738194257,0.318240169,0,0
26/3/2017,Sunday,25,-0.076123904,-0.09763483,0.2953712,0,0
27/3/2017,Monday,25,-0.014296523,-0.781494991,0.271593296,0,0
28/3/2017,Tuesday,23,-0.298702474,0.586225332,0.340267142,0,0
29/3/2017,Wednesday,24,-0.218326879,-0.09763483,0.340267142,0,0
30/3/2017,Thursday,24,-0.341981641,0.510240869,0.318240169,0,0
31/3/2017,Friday,25,-0.137951285,0.586225332,0.2953712,0,0
1/4/2017,Saturday,25,-0.199778665,-0.553541604,0.318240169,0,0
2/4/2017,Sunday,26,0.313388595,0.510240869,0.271593296,0,1
3/4/2017,Monday,26,0.004251691,0.814178719,0.271593296,0,1
4/4/2017,Tuesday,27,0.084627286,-0.705510529,0.246831202,0,1
5/4/2017,Wednesday,28,0.226830262,-0.553541604,0.246831202,0,1
6/4/2017,Thursday,25,-0.199778665,-0.705510529,0.318240169,0,0
7/4/2017,Friday,26,-0.05757569,0.282287482,0.271593296,0,1
8/4/2017,Saturday,26,0.189733833,-0.249603755,0.271593296,0,1
9/4/2017,Sunday,27,0.146454667,0.890163181,0.229734843,0,1
10/4/2017,Monday,25,-0.137951285,0.586225332,0.271593296,0,0
11/4/2017,Tuesday,26,0.004251691,-0.477557142,0.271593296,0,1
12/4/2017,Wednesday,27,0.331936809,-0.781494991,0.271593296,0,1
13/4/2017,Thursday,27,0.022799905,0.434256407,0.229734843,0,1
14/4/2017,Friday,25,0.047530858,0.662209794,0.2953712,0,0
15/4/2017,Saturday,26,0.313388595,0.054334095,0.271593296,0,1
16/4/2017,Sunday,27,0.270109428,0.20630302,0.229734843,0,1
17/4/2017,Monday,27,0.208282048,1.194101031,0.246831202,0,1
18/4/2017,Tuesday,25,0.109358238,-0.705510529,0.271593296,0,0
19/4/2017,Wednesday,26,-0.05757569,0.966147644,0.2953712,0,1
20/4/2017,Thursday,27,0.45559157,0.130318557,0.229734843,0,1
21/4/2017,Friday,27,0.39376419,0.586225332,0.271593296,0,1
22/4/2017,Saturday,25,-0.199778665,0.510240869,0.2953712,0,0
23/4/2017,Sunday,26,0.004251691,0.738194257,0.2953712,0,1
24/4/2017,Monday,27,0.270109428,0.586225332,0.229734843,0,1
25/4/2017,Tuesday,27,0.270109428,-0.249603755,0.246831202,0,1
26/4/2017,Wednesday,25,0.109358238,0.586225332,0.318240169,0,0
27/4/2017,Thursday,25,0.171185619,0.738194257,0.2953712,0,0
28/4/2017,Friday,26,-0.11940307,-0.629526067,0.271593296,0,1
29/4/2017,Saturday,27,0.270109428,-0.629526067,0.246831202,0,1
30/4/2017,Sunday,27,0.39376419,-0.401572679,0.271593296,0,1
1/5/2017,Monday,29,0.369033237,1.194101031,0.194002923,0,1
2/5/2017,Tuesday,29,0.307205857,-0.021650367,0.229734843,0,1
3/5/2017,Wednesday,30,0.634890975,1.118116569,0.17530353,0,1
4/5/2017,Thursday,31,0.653439189,1.80197673,0.17530353,0,1
5/5/2017,Friday,28,0.535967165,-0.705510529,0.246831202,0,1
6/5/2017,Saturday,29,0.369033237,0.814178719,0.212135579,0,1
7/5/2017,Sunday,29,0.55451538,0.662209794,0.194002923,0,1
8/5/2017,Monday,30,0.882200497,1.194101031,0.212135579,0,1
9/5/2017,Tuesday,31,0.653439189,1.194101031,0.17530353,0,1
10/5/2017,Wednesday,28,0.535967165,-0.021650367,0.229734843,0,1
11/5/2017,Thursday,29,0.739997522,1.270085493,0.212135579,0,1
12/5/2017,Friday,29,0.369033237,-0.021650367,0.212135579,0,1
13/5/2017,Saturday,30,0.573063594,-0.477557142,0.194002923,0,1
14/5/2017,Sunday,31,1.024403473,1.346069956,0.17530353,0,1
15/5/2017,Monday,28,0.165002881,-0.629526067,0.229734843,0,1
16/5/2017,Tuesday,29,0.307205857,1.118116569,0.212135579,0,1
17/5/2017,Wednesday,29,0.61634276,0.20630302,0.212135579,0,1
18/5/2017,Thursday,30,0.696718355,0.966147644,0.212135579,0,1
19/5/2017,Friday,31,0.900748712,1.346069956,0.156000829,0,1
20/5/2017,Saturday,28,0.226830262,1.422054418,0.212135579,0,1
21/5/2017,Sunday,29,0.678170141,0.510240869,0.229734843,0,1
22/5/2017,Monday,30,0.634890975,-0.477557142,0.212135579,0,1
23/5/2017,Tuesday,31,0.962576092,0.358271945,0.17530353,0,1
24/5/2017,Wednesday,28,0.535967165,-0.477557142,0.229734843,0,1
25/5/2017,Thursday,29,0.678170141,0.966147644,0.229734843,0,1
26/5/2017,Friday,30,0.696718355,1.725992268,0.212135579,0,1
27/5/2017,Saturday,31,1.024403473,1.194101031,0.17530353,0,1
28/5/2017,Sunday,29,0.678170141,0.358271945,0.194002923,0,1
29/5/2017,Monday,29,0.369033237,-0.629526067,0.194002923,0,1
30/5/2017,Tuesday,30,0.882200497,0.20630302,0.212135579,0,1
31/5/2017,Wednesday,31,1.024403473,1.194101031,0.194002923,0,1
1/6/2017,Thursday,31,0.653439189,0.130318557,0.194002923,0,1
2/6/2017,Friday,33,1.185154663,0.586225332,0.136054587,0,1
3/6/2017,Saturday,35,1.284078472,1.422054418,0.104830188,0,1
4/6/2017,Sunday,38,1.834342161,0.20630302,0.048870568,0,1
5/6/2017,Monday,32,1.104779068,-0.325588217,0.136054587,0,1
6/6/2017,Tuesday,34,1.4510124,0.282287482,0.104830188,0,1
7/6/2017,Wednesday,36,1.61176359,1.346069956,0.104830188,0,1
8/6/2017,Thursday,39,1.852890375,0.434256407,0.037022025,0,1
9/6/2017,Friday,32,1.042951687,0.282287482,0.156000829,0,1
10/6/2017,Saturday,35,1.160423711,1.042132106,0.083070268,0,1
11/6/2017,Sunday,36,1.488108829,0.130318557,0.071886169,0,1
12/6/2017,Monday,40,1.99509335,2.029930117,0.037022025,0,1
13/6/2017,Tuesday,32,0.919296926,1.877961193,0.136054587,0,1
14/6/2017,Wednesday,35,1.222251091,0.586225332,0.115420409,0,1
15/6/2017,Thursday,36,1.488108829,0.738194257,0.104830188,0,1
16/6/2017,Friday,41,2.384605849,2.789774741,0,0,1
17/6/2017,Saturday,31,0.962576092,0.510240869,0.194002923,0,1
18/6/2017,Sunday,32,0.733814784,1.498038881,0.136054587,0,1
19/6/2017,Monday,35,1.593215376,1.953945655,0.104830188,0,1
20/6/2017,Tuesday,37,1.506657043,2.257883505,0.083070268,0,1
21/6/2017,Wednesday,41,2.075468945,2.713790279,0,0,1
22/6/2017,Thursday,31,0.715266569,-0.325588217,0.194002923,0,1
23/6/2017,Friday,33,1.185154663,-0.09763483,0.156000829,0,1
24/6/2017,Saturday,35,1.222251091,0.738194257,0.115420409,0,1
25/6/2017,Sunday,37,1.506657043,1.346069956,0.048870568,0,1
26/6/2017,Monday,42,2.588636205,1.498038881,0,0,1
27/6/2017,Tuesday,31,0.900748712,1.650007805,0.17530353,0,1
28/6/2017,Wednesday,33,0.93784514,1.877961193,0.136054587,0,1
29/6/2017,Thursday,35,1.593215376,1.80197673,0.083070268,0,1
30/6/2017,Friday,38,1.77251478,0.510240869,0.071886169,0,1
1/7/2017,Saturday,43,2.60718442,1.422054418,0,1,1
2/7/2017,Sunday,38,2.019824303,2.10591458,0.048870568,1,1
3/7/2017,Monday,35,1.284078472,2.10591458,0.083070268,1,1
4/7/2017,Tuesday,34,1.4510124,0.662209794,0.136054587,1,1
5/7/2017,Wednesday,32,0.795642164,1.118116569,0.17530353,1,1
6/7/2017,Thursday,39,1.914717756,0.434256407,0.048870568,1,1
7/7/2017,Friday,35,1.345905853,0.054334095,0.115420409,1,1
8/7/2017,Saturday,34,1.389185019,0.282287482,0.115420409,1,1
9/7/2017,Sunday,33,1.061499902,0.282287482,0.136054587,1,1
10/7/2017,Monday,40,2.304230254,1.953945655,0.024934102,1,1
11/7/2017,Tuesday,35,1.407733234,-0.021650367,0.083070268,1,1
12/7/2017,Wednesday,34,1.203702877,-0.09763483,0.104830188,1,1
13/7/2017,Thursday,33,1.123327282,0.662209794,0.156000829,1,1
14/7/2017,Friday,40,1.93326597,3.017728129,0.037022025,1,1
15/7/2017,Saturday,35,1.345905853,1.194101031,0.083070268,1,1
16/7/2017,Sunday,34,1.141875496,0.738194257,0.136054587,1,1
17/7/2017,Monday,33,1.246982044,1.80197673,0.115420409,1,1
18/7/2017,Tuesday,41,2.384605849,2.713790279,0,1,1
19/7/2017,Wednesday,36,1.426281448,0.282287482,0.104830188,1,1
20/7/2017,Thursday,35,1.593215376,0.282287482,0.115420409,1,1
21/7/2017,Friday,33,0.999672521,1.422054418,0.115420409,1,1
22/7/2017,Saturday,42,2.403154063,0.662209794,0,1,1
23/7/2017,Sunday,37,1.753966566,2.409852429,0.048870568,1,1
24/7/2017,Monday,35,1.407733234,2.181899042,0.115420409,1,1
25/7/2017,Tuesday,33,1.185154663,1.80197673,0.115420409,1,1
26/7/2017,Wednesday,32,0.981124307,-0.249603755,0.136054587,1,1
27/7/2017,Thursday,43,2.298047516,2.561821354,0,1,1
28/7/2017,Friday,38,1.648860018,1.346069956,0.048870568,1,1
29/7/2017,Saturday,35,1.531387995,0.738194257,0.115420409,1,1
30/7/2017,Sunday,34,1.080048116,0.890163181,0.136054587,1,1
31/7/2017,Monday,32,0.857469545,-0.173619292,0.156000829,1,1
1/8/2017,Tuesday,32,0.919296926,1.194101031,0.17530353,1,1
2/8/2017,Wednesday,31,0.962576092,0.586225332,0.17530353,1,1
3/8/2017,Thursday,30,0.882200497,0.890163181,0.17530353,1,1
4/8/2017,Friday,29,0.61634276,-0.477557142,0.229734843,1,1
5/8/2017,Saturday,32,0.981124307,1.953945655,0.156000829,1,1
6/8/2017,Sunday,31,1.024403473,-0.325588217,0.156000829,1,1
7/8/2017,Monday,30,0.882200497,-0.173619292,0.212135579,1,1
8/8/2017,Tuesday,29,0.492687999,0.738194257,0.194002923,1,1
9/8/2017,Wednesday,32,0.981124307,1.118116569,0.17530353,1,1
10/8/2017,Thursday,31,0.591611808,1.194101031,0.194002923,1,1
11/8/2017,Friday,30,0.882200497,0.662209794,0.212135579,1,1
12/8/2017,Saturday,29,0.430860618,0.20630302,0.194002923,1,1
13/8/2017,Sunday,29,0.430860618,1.042132106,0.194002923,1,1
14/8/2017,Monday,32,0.733814784,0.20630302,0.136054587,1,1
15/8/2017,Tuesday,31,0.838921331,0.282287482,0.17530353,1,1
16/8/2017,Wednesday,30,0.634890975,0.662209794,0.17530353,1,1
17/8/2017,Thursday,30,0.449408832,0.130318557,0.212135579,1,1
18/8/2017,Friday,29,0.307205857,0.358271945,0.229734843,1,1
19/8/2017,Saturday,32,1.166606449,1.346069956,0.156000829,1,1
20/8/2017,Sunday,31,0.838921331,0.966147644,0.194002923,1,1
21/8/2017,Monday,30,0.449408832,1.346069956,0.194002923,1,1
22/8/2017,Tuesday,30,0.511236213,1.118116569,0.17530353,1,1
23/8/2017,Wednesday,29,0.61634276,-0.553541604,0.212135579,1,1
24/8/2017,Thursday,32,0.857469545,1.80197673,0.136054587,1,1
25/8/2017,Friday,30,0.634890975,1.118116569,0.17530353,1,1
26/8/2017,Saturday,30,0.573063594,0.434256407,0.17530353,1,1
27/8/2017,Sunday,29,0.307205857,0.358271945,0.194002923,1,1
28/8/2017,Monday,32,1.042951687,0.662209794,0.17530353,1,1
29/8/2017,Tuesday,30,0.882200497,-0.021650367,0.194002923,1,1
30/8/2017,Wednesday,30,0.696718355,0.814178719,0.17530353,1,1
31/8/2017,Thursday,29,0.430860618,1.346069956,0.229734843,1,1
1/9/2017,Friday,29,0.678170141,0.054334095,0.229734843,0,1
2/9/2017,Saturday,28,0.412312404,0.966147644,0.229734843,0,1
3/9/2017,Sunday,27,0.022799905,0.738194257,0.229734843,0,1
4/9/2017,Monday,26,-0.05757569,1.042132106,0.271593296,0,1
5/9/2017,Tuesday,26,0.066079072,-0.09763483,0.246831202,0,1
6/9/2017,Wednesday,29,0.678170141,1.498038881,0.229734843,0,1
7/9/2017,Thursday,28,0.474139785,0.662209794,0.212135579,0,1
8/9/2017,Friday,27,0.270109428,-0.249603755,0.246831202,0,1
9/9/2017,Saturday,26,0.251561214,0.358271945,0.2953712,0,1
10/9/2017,Sunday,26,0.066079072,0.738194257,0.271593296,0,1
11/9/2017,Monday,28,0.474139785,-0.173619292,0.229734843,0,1
12/9/2017,Tuesday,27,0.022799905,-0.325588217,0.246831202,0,1
13/9/2017,Wednesday,26,0.251561214,0.130318557,0.246831202,0,1
14/9/2017,Thursday,26,0.189733833,-0.857479454,0.246831202,0,1
15/9/2017,Friday,28,0.165002881,0.054334095,0.212135579,0,1
16/9/2017,Saturday,27,0.45559157,-0.249603755,0.229734843,0,1
17/9/2017,Sunday,26,-0.05757569,0.966147644,0.246831202,0,1
18/9/2017,Monday,26,0.251561214,-0.249603755,0.246831202,0,1
19/9/2017,Tuesday,28,0.412312404,0.586225332,0.212135579,0,1
20/9/2017,Wednesday,27,0.39376419,0.890163181,0.229734843,0,1
21/9/2017,Thursday,26,-0.05757569,0.130318557,0.246831202,0,1
22/9/2017,Friday,26,0.251561214,-0.477557142,0.271593296,0,1
23/9/2017,Saturday,28,0.165002881,-0.09763483,0.246831202,0,1
24/9/2017,Sunday,28,0.165002881,0.20630302,0.246831202,0,1
25/9/2017,Monday,27,0.022799905,-0.553541604,0.246831202,0,1
26/9/2017,Tuesday,26,0.066079072,0.814178719,0.2953712,0,1
27/9/2017,Wednesday,29,0.61634276,0.814178719,0.212135579,0,1
28/9/2017,Thursday,28,0.412312404,-0.173619292,0.229734843,0,1
29/9/2017,Friday,27,0.331936809,0.586225332,0.246831202,0,1
30/9/2017,Saturday,26,0.251561214,-0.857479454,0.271593296,0,1
1/10/2017,Sunday,25,-0.261606046,0.20630302,0.318240169,0,0
2/10/2017,Monday,25,-0.137951285,-0.629526067,0.271593296,0,0
3/10/2017,Tuesday,24,-0.094672118,-0.477557142,0.318240169,0,0
4/10/2017,Wednesday,24,0.028982643,-0.553541604,0.2953712,0,0
5/10/2017,Thursday,25,-0.014296523,-0.553541604,0.318240169,0,0
6/10/2017,Friday,25,0.109358238,0.130318557,0.271593296,0,0
7/10/2017,Saturday,25,0.171185619,-0.705510529,0.318240169,0,0
8/10/2017,Sunday,24,-0.032844737,0.510240869,0.318240169,0,0
9/10/2017,Monday,25,0.171185619,0.510240869,0.271593296,0,0
10/10/2017,Tuesday,25,-0.137951285,0.814178719,0.271593296,0,0
11/10/2017,Wednesday,25,0.047530858,0.510240869,0.2953712,0,0
12/10/2017,Thursday,24,-0.156499499,-0.09763483,0.2953712,0,0
13/10/2017,Friday,25,0.047530858,-0.933463916,0.318240169,0,0
14/10/2017,Saturday,25,-0.076123904,-0.933463916,0.271593296,0,0
15/10/2017,Sunday,25,0.047530858,-0.325588217,0.271593296,0,0
16/10/2017,Monday,24,-0.156499499,-0.933463916,0.318240169,0,0
17/10/2017,Tuesday,25,-0.137951285,0.434256407,0.2953712,0,0
18/10/2017,Wednesday,25,0.109358238,-0.553541604,0.2953712,0,0
19/10/2017,Thursday,25,-0.014296523,0.054334095,0.318240169,0,0
20/10/2017,Friday,24,-0.032844737,0.738194257,0.318240169,0,0
21/10/2017,Saturday,24,-0.28015426,-0.933463916,0.340267142,0,0
22/10/2017,Sunday,25,-0.199778665,-0.401572679,0.2953712,0,0
23/10/2017,Monday,25,-0.137951285,0.738194257,0.318240169,0,0
24/10/2017,Tuesday,25,0.047530858,0.586225332,0.271593296,0,0
25/10/2017,Wednesday,24,0.028982643,0.282287482,0.318240169,0,0
26/10/2017,Thursday,24,-0.403809022,0.510240869,0.2953712,0,0
27/10/2017,Friday,26,0.127906453,0.890163181,0.246831202,0,1
28/10/2017,Saturday,25,-0.199778665,-0.933463916,0.2953712,0,0
29/10/2017,Sunday,25,0.047530858,-0.477557142,0.318240169,0,0
30/10/2017,Monday,24,-0.156499499,-0.401572679,0.2953712,0,0
31/10/2017,Tuesday,24,-0.403809022,-0.173619292,0.2953712,0,0
1/11/2017,Wednesday,23,-0.546011997,0.20630302,0.340267142,0,0
2/11/2017,Thursday,22,-0.44090545,0.434256407,0.395324981,0,0
3/11/2017,Friday,21,-0.583108426,-0.173619292,0.368429134,0,0
4/11/2017,Saturday,19,-0.743859616,-0.09763483,0.421063653,0,0
5/11/2017,Sunday,23,-0.298702474,0.358271945,0.368429134,0,0
6/11/2017,Monday,22,-0.564560212,-0.933463916,0.395324981,0,0
7/11/2017,Tuesday,21,-0.521281045,-0.477557142,0.395324981,0,0
8/11/2017,Wednesday,19,-0.991169139,-0.249603755,0.421063653,0,0
9/11/2017,Thursday,23,-0.422357236,-0.553541604,0.340267142,0,0
10/11/2017,Friday,22,-0.379078069,-0.933463916,0.368429134,0,0
11/11/2017,Saturday,21,-0.830417949,-0.553541604,0.395324981,0,0
12/11/2017,Sunday,19,-0.682032235,-0.173619292,0.480946774,0,0
13/11/2017,Monday,19,-0.991169139,-1.085432841,0.480946774,0,0
14/11/2017,Tuesday,23,-0.298702474,-0.933463916,0.318240169,0,0
15/11/2017,Wednesday,23,-0.298702474,0.510240869,0.340267142,0,0
16/11/2017,Thursday,21,-0.830417949,-0.933463916,0.368429134,0,0
17/11/2017,Friday,20,-0.910793544,-0.705510529,0.451754065,0,0
18/11/2017,Saturday,19,-0.743859616,-0.249603755,0.480946774,0,0
19/11/2017,Sunday,23,-0.298702474,-0.477557142,0.368429134,0,0
20/11/2017,Monday,22,-0.317250689,0.054334095,0.368429134,0,0
21/11/2017,Tuesday,20,-0.848966163,-0.933463916,0.421063653,0,0
22/11/2017,Wednesday,19,-0.743859616,-0.021650367,0.451754065,0,0
23/11/2017,Thursday,23,-0.546011997,0.510240869,0.368429134,0,0
24/11/2017,Friday,22,-0.44090545,0.434256407,0.340267142,0,0
25/11/2017,Saturday,20,-0.725311401,-0.629526067,0.395324981,0,0
26/11/2017,Sunday,19,-0.682032235,-0.781494991,0.480946774,0,0
27/11/2017,Monday,23,-0.422357236,-0.781494991,0.368429134,0,0
28/11/2017,Tuesday,22,-0.379078069,-0.249603755,0.395324981,0,0
29/11/2017,Wednesday,20,-0.663484021,-1.009448379,0.421063653,0,0
30/11/2017,Thursday,19,-0.991169139,-0.933463916,0.480946774,0,0
1/12/2017,Friday,19,-0.743859616,-0.477557142,0.451754065,0,0
2/12/2017,Saturday,17,-1.028265567,-0.401572679,0.514195987,0,0
3/12/2017,Sunday,15,-1.683635803,-1.617324078,0.550786626,0,0
4/12/2017,Monday,13,-1.59707747,-1.845277465,0.71010324,0,0
5/12/2017,Tuesday,10,-2.394650681,-2.225199777,0.810057021,0,0
6/12/2017,Wednesday,19,-0.991169139,-0.933463916,0.421063653,0,0
7/12/2017,Thursday,17,-1.151920328,-1.085432841,0.480946774,0,0
8/12/2017,Friday,15,-1.250844138,-0.781494991,0.58526796,0,0
9/12/2017,Saturday,14,-1.825838778,-1.617324078,0.665762079,0,0
10/12/2017,Sunday,11,-1.81965604,-1.921261927,0.810057021,0,0
11/12/2017,Monday,17,-0.966438186,-0.553541604,0.514195987,0,0
12/12/2017,Tuesday,15,-1.683635803,-1.389370691,0.622385711,0,0
13/12/2017,Wednesday,14,-1.764011398,-1.085432841,0.665762079,0,0
14/12/2017,Thursday,13,-1.782559612,-1.237401766,0.71010324,0,0
15/12/2017,Friday,17,-1.151920328,-0.781494991,0.480946774,0,0
16/12/2017,Saturday,15,-1.559981041,-0.781494991,0.58526796,0,0
17/12/2017,Sunday,14,-1.764011398,-1.845277465,0.622385711,0,0
18/12/2017,Monday,13,-1.844386993,-1.009448379,0.665762079,0,0
19/12/2017,Tuesday,18,-1.195199495,-0.553541604,0.451754065,0,0
20/12/2017,Wednesday,16,-1.479605446,-1.541339615,0.58526796,0,0
21/12/2017,Thursday,15,-1.250844138,-1.313386228,0.622385711,0,0
22/12/2017,Friday,13,-1.844386993,-1.769293003,0.71010324,0,0
23/12/2017,Saturday,18,-1.133372114,-1.541339615,0.514195987,0,0
24/12/2017,Sunday,16,-1.541432827,-1.085432841,0.58526796,0,0
25/12/2017,Monday,15,-1.559981041,-1.617324078,0.58526796,0,0
26/12/2017,Tuesday,13,-1.968041754,-1.313386228,0.665762079,0,0
27/12/2017,Wednesday,19,-1.1148239,-0.553541604,0.451754065,0,0
28/12/2017,Thursday,16,-1.417778066,-0.629526067,0.58526796,0,0
29/12/2017,Friday,15,-1.312671518,-1.769293003,0.58526796,0,0
30/12/2017,Saturday,13,-1.844386993,-1.389370691,0.665762079,0,0
31/12/2017,Sunday,7,-2.821259608,-2.377168702,1,0,0
